feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_10,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_9,feature_8,feature_11
3.259131346203986,3.6875484579241995,3.0827934156153494,-2.4944151185577357,1.4663502985365382,4.569915217827706,-0.9707311561107753,0.7817903419829015,0.3593187961463342,0.34003364040240136,0.5937098136540291,1.8825038745391054,6.221159682302417,3.2981656013639693,1.008204005714521,-2.5760942510138998,-4.024166277154295,9.840297233481955
3.3554632562433446,2.1996394435875923,0.37269293525682246,-1.7840106914550757,2.469091239539419,-0.48368394107638846,-0.6392226240004525,3.153150323152039,0.40930877879828165,-1.8717929611800759,-0.44425655289657273,2.8827823476085217,4.479991728930263,5.565933667692355,-0.4593965768818296,3.575090448773892,1.7927357681680687,0.4068214307653942
3.2571037340393802,3.7108902273914266,1.25517256167797,-1.9017645546176327,1.9059982677979972,1.5377772815551172,0.6999535545393267,6.381062760396356,-0.9514296230385826,0.6658583261035182,0.6547459593844802,2.083110077023771,5.261382762140643,3.2907445532435613,-1.3856382217247432,-1.7374521551450273,-1.681593049062124,0.9145626244507924
3.6933515477852166,3.344529822044465,-0.23214712688890127,-1.5525756255472265,1.8165879414514008,5.40209031457195,-1.1680619359829163,2.3182750977718825,-0.3330146897574616,0.6342306689125009,-0.158354099285422,2.0322539346181427,5.508966818503277,4.2162815100499165,1.8195698506282922,-1.8175348826460287,-2.2608712744844564,13.485288855859734
3.39383480705413,3.721209809312872,1.086259088284886,-1.6192280285023242,3.0189061857684356,4.313924155227919,-1.1306670544187263,2.815692289221123,0.524601684780849,-1.8008108321183574,1.0191739083233649,0.9673134112805148,4.193504017248683,4.657843286294691,-1.369479650465487,-1.570444050974316,-5.129123870635293,7.594811880185522
3.35080553135535,3.5370528150143103,1.4200604108549009,-1.9430984865071634,2.1754520157755883,8.854057412799019,-0.7833332396984053,2.3399078032821277,-0.7082133456203673,1.4037011792371918,0.4340637414225645,1.920689368661158,5.874245323640066,3.083655493269289,0.5357669955220478,-3.7884149096450885,-8.087543495102206,36.57184320805695
3.7316324043754685,2.7498840949217778,0.5531090570461553,-1.8685772625405939,1.7405763776948693,1.6512165254380746,-0.6629636014781766,5.193670037923727,-0.8953465243625848,-0.7776084324699183,0.5860459978040278,1.8902728898946035,4.392864592913547,8.849749038821983,-1.3689980858516673,-2.194340852384647,0.05912645818398399,2.480868335612505
3.516161288240294,2.6529208544388,2.127731106828752,-1.7128073571983848,0.9750274769291245,3.3932718069876104,-0.7149970470554288,8.102713372655314,0.5265262597888125,0.5365640533278838,1.739710784257272,1.0878719379875865,4.797909289679161,3.809731407421396,0.05367201985893405,-1.8703934027041433,-1.9713155886654317,4.610539650690651
3.3962206655281966,3.771791186567829,2.687442393174767,-1.9825845997788316,2.639632069053575,1.2032807813793371,-0.2449326505601006,2.0631542770388647,0.3443594780648527,-2.1301445931228,0.4737761097186612,0.5546289592728458,4.943912938096195,5.710513097619948,0.8929169115532328,-1.942242130473415,-1.0955156805923265,0.8739655854248893
3.3104122592653606,3.410174029755331,2.530045882624238,-1.913299177473189,1.743877430584382,3.2222334400953456,0.13845764857912468,1.5629984064347848,-0.06648913532332912,-1.4571941603493856,0.5610265096381141,1.2868454859962164,5.960120166626302,5.517034365386992,-1.35320374260672,-1.1805658217481063,-1.9941034823478478,4.018784481202536
3.179998238898587,3.4847318783032244,1.5385021219806096,-1.5355910456520452,1.430477851909929,2.970412839710401,-0.44985254094068994,4.614914074677903,-0.2955083450823953,-0.650590811659335,-1.5055554117788286,1.6732338802433402,5.204090519718404,8.01290445204081,0.6312443706968653,-0.2604682779896925,-0.8518497832542544,4.639906761088937
