feature_0,feature_1,feature_2,feature_3,feature_5,feature_6,feature_7,feature_9,feature_10,feature_11,feature_12,feature_13,feature_15,feature_4,feature_14,feature_8
1.701905996614403,-0.8015141908599697,-0.19883888347387702,-1.3750619876040047,5.522796850976297,1.1220088764826468,4.017697733305226,-1.4689502004899664,5.733987613912395,-0.4104834180661794,2.2884942986285397,0.9381614496309187,2.8322000172082555,-0.6119747399686207,-0.2527371256460678,-27.23961783850009
0.8435327134154077,-0.9168979720546637,-0.23965432988537386,0.1247692667001079,8.628195199508223,1.0451434980818206,4.365692703052525,-0.4490640994824952,6.174977935578855,-2.0263368657204714,3.2643777712918816,-0.8339920274797592,3.0467505748566976,-0.11623419616123234,-2.612717481914133,-68.65440387316914
0.8320642067356652,3.826207776418709,-0.3175815107443839,-0.527275468567872,6.481070759302087,-1.0359940286510698,4.86926995533237,0.22003212846612963,5.404617894206689,1.3860524260443594,5.547252421050846,-0.01396686633605656,1.2622467438612763,0.2991459114835775,-0.4200927801511867,-38.33331373572382
1.988095438858378,0.125372140068041,-0.17117484544175843,1.6088795801471685,7.981170845124925,-0.25205854259644234,5.56057549891723,-0.8649999376765531,4.556165070441476,-0.6270139094285109,4.1312596306953555,-0.6207762556183106,-0.25233028383029366,0.7451994981353504,-6.741981167585726,-57.92639230024947
-0.954681839468306,2.163741820729902,-0.3225457746491711,0.9165284947746635,5.755308942929007,1.5180078188537036,4.623722113332804,1.0938768218690846,4.184656214671925,-0.7269613689559669,0.6842106462898294,0.41858899032292457,0.3085222240275034,0.9754128343145958,-4.537920154703814,-29.96175278977272
2.249799143860966,-0.06639791171420541,-0.23457092793004128,-2.114315898949792,6.07512955195649,0.9028545001882025,4.020790452620774,-1.427102982290996,4.870609550932755,-0.7999781173448967,1.9991461684115255,-0.579475628385288,3.464064634962351,-1.3124938862245834,-0.7741722450643227,-33.27175429799685
1.2782760176381422,-1.0812476170402587,-0.24987012853306556,0.9063099171950926,8.323414276563721,1.6237557831108063,4.932810273492391,-0.4745256642122835,6.0180604640520095,-0.0015913521246862733,5.367513204120851,2.035677026516563,1.0365806766338772,-0.0011280465399080564,-3.3084789718275136,-63.76862353220909
-0.4228144913516266,0.5405741960706937,-0.19381066931201138,1.714140758935307,5.690363568742599,-0.08938946303305614,4.489168356647495,1.9448466025331648,5.67699130113994,-1.7630564678472183,1.8903950525836555,-0.10653127726483488,2.321112902063206,0.6982037653676793,-8.880511066986347,-27.658552479477805
0.1805777534963225,-0.2564648797399595,-0.30486149914908023,-0.6711265207963315,6.2984682303750406,-0.14886912732756277,4.183521461814404,-0.00432033179398112,5.775726678656598,0.5159735786492258,2.8842445325750123,-0.5570131744146685,-0.16472647593055667,-0.34907920514669205,-2.6157145738319967,-35.487788639173075
0.6840306901565728,2.2433492500096563,-0.14670413871096333,-1.0424450723445375,6.647007269875013,0.016593008896808127,5.503633227187882,-0.006818559735025789,4.497972462832994,0.11049557580393478,7.587954591531764,-1.233793378034499,2.2455453943577233,-0.8454238961702387,-0.6606103362900111,-40.81730841822019
1.095116915882592,-0.4981813990901166,-0.29847679896368096,-1.4035719639220614,5.488885010589813,-0.23619160743657386,5.554275976282156,-0.56129448810477,5.358447855024195,-0.39370608276782443,3.0113447889099962,-0.5388115062028113,1.3409078374990586,-0.3632976115854016,0.41098304709579164,-26.441146659243174
1.7430504848664015,-1.4785184102592128,-0.1812348307937887,-0.8080940366649345,5.759440537762994,-1.0605572479971281,5.258943315125778,-0.9822101175545617,5.268979118788687,-0.3073179150622761,3.069537775389534,-1.2861779592137794,1.3720763898925545,-0.7499242126095358,0.4670875761153589,-30.088721664305478
1.595896296172419,0.7993366136172201,-0.33475948291836727,-0.05978901291839733,5.969455161740726,1.1838714543241393,4.129886430539032,-1.4972147079896867,6.538937545823962,-0.25348286710545304,2.1502355978674434,-0.9201655751644455,1.625998151531221,0.3260498621864852,-1.793146533236282,-33.93693204947894
0.5460608712469259,-0.8927305818794276,-0.2576422279896198,0.7439804926739781,7.532138404938278,-1.3505307797989934,5.28498855249423,0.685645004129256,5.590705497811674,-0.953163749475676,0.7434924039063255,-1.2234429803776243,2.9161596906225267,2.2818670904804397,-3.994219286181404,-51.617246714696215
0.14598966061363758,0.2243117419966605,-0.21160519235360606,-1.6637571587279167,4.895628234334073,0.23767984000886822,4.183899952329875,2.4306878153206117,6.79775575540544,0.5386722319636011,1.9015178944840478,-1.7845706757484208,2.7077024346068352,0.6912639466084662,-0.056297827101283504,-22.39765301792651
-2.6845344899824504,0.10635206198290215,-0.2712337031032388,-0.18970282191173737,6.296123962238946,0.46172413290045655,4.784078476415482,0.005008982428301888,4.322432846824347,0.40459857140105177,3.4528594071115988,-1.0867801182626469,6.201793675360556,-0.5250600142653891,-1.4257577725609396,-34.75723376836425
-0.5907786540057574,-0.42033055517439266,-0.19788683958223482,0.6962818638508321,7.166234811040962,-1.7670696203040424,4.052896044317356,0.2994308872122459,5.334645272834703,-1.5908816726881163,0.9936035975590853,-0.2663419524097733,4.844581770351031,0.10494699472545124,-3.867232006957278,-47.21237937170167
0.8096569457662367,0.7180548819615662,-0.29623089531170155,0.445453914893446,5.631956628281897,0.6489021503158072,4.048906404792429,-0.054241037935895985,6.509884169749222,-0.49589269379001444,4.386824460055981,1.1214338881580967,-0.8410674580667816,0.7297125171760906,-1.3861402115099313,-27.5812401714809
-2.064541336955807,-0.497621304074409,-0.2586444829059384,1.4957368306070915,6.744447588054289,-0.36104641734006304,4.546174967450008,-1.8916543291409962,5.175155778172987,0.01731161371113332,4.68934308423311,-1.2980851073766217,3.0179937124248117,1.6859270581552872,-5.839425121806938,-41.21917590247724
0.7494354736388364,-0.32854609340118823,-0.3148908249889075,-2.3294125790799898,5.233352156668764,0.1879936446017435,5.104426059675927,-0.3753624327073787,5.781623433902806,-0.32192720292492777,2.3082976761648504,-0.9128509973531796,4.064665684262137,-1.7931664933062996,-0.7510104367772208,-24.92766357923459
-1.2967892185534238,-0.24856567196518742,-0.12910457184015148,-0.37648215661809914,5.784854527213552,2.506346092208002,4.40177647008341,-0.5780557316050845,4.50665180417289,1.2646117000589758,1.61974415726322,-0.24596591727492714,1.9796074924065519,-1.0063377735609538,-0.6045104234227728,-31.953920410298696
-0.10482748523222084,2.221833828825708,-0.27960044769169423,0.31420347885548505,8.51391841296421,-0.08739657441055321,5.478388150079087,1.0127342895163904,5.05717860153143,0.7128845635776517,0.9349490252399295,0.6798264859628672,12.303072586189089,3.945858547547359,-2.1618278465072645,-63.73378427437975
-0.14999872288356142,-1.1214694760753634,-0.23411942624818005,-0.8020523182016572,6.57296829874646,1.7558658563062974,4.829089054198021,0.6796038550870981,4.831290677817727,-2.568462536422971,3.6700937613483817,2.8594682816802925,1.9197040164883055,0.7936227757803256,0.7871311247608658,-39.42590971903478
0.28089065774882543,1.0844663067941909,-0.31523464390559713,0.24011515825494634,7.144011782252363,-1.9596982756938723,4.060944993291308,-0.9439535492341263,5.302403470216523,1.7050196585269846,1.0640528135284653,-0.8733549133425437,1.876829001972061,1.3672952949085742,-1.826968981883632,-46.42185351953344
-0.8747501176633246,0.9465211809057751,-0.21423458453321517,-1.7611779180856164,8.06013905612761,1.447601899618541,4.881014351844272,-0.03808996598368417,5.609742132032629,-0.7604698761051585,1.9364545186912534,0.35755362735826823,2.6892442320197105,-0.12724833883022046,2.2178090547596185,-58.69318676371284
-0.9452614127831472,-2.1239008985201355,-0.25915965385446654,-0.5258289285921744,7.758672777993821,-0.464845801520487,4.143369988001825,0.29570907194307483,6.035546947886115,-2.6880063285407663,4.292499642278597,0.9674401819880578,4.374461153218036,-0.16801615372463374,-1.062104849564996,-56.537830063328656
