feature_0,feature_1,feature_2,feature_3,feature_5,feature_6,feature_7,feature_9,feature_11,feature_13,feature_14,feature_15,feature_4,feature_10,feature_12,feature_8
-3.6735548399193485,-3.5310579447977513,-1.3131092873249166,3.9283794654493436,0.15800051748664662,3.201473980195103,-0.3619121748176718,2.625860384974808,4.619452362532992,-1.5570328969785927,2.5518997437228457,-4.309670939644649,0.16348855723708094,-18.767688256869924,-7.777796270401717,10.810662288212407
-3.143644287293909,-3.351613601357426,-1.1039704780652626,5.063923742128253,0.1187135864011506,4.155122838742544,1.63224944953526,2.735840068897695,4.978035448141642,-1.1564108669471438,0.5839181991132878,-4.245206273675218,-1.6168487605868107,-18.713390744041657,-8.062936121782165,18.479779840242013
-3.027234086915088,-3.078245180155287,-1.8802675655489962,3.5258792401893246,0.19497278683199537,4.920643503561793,0.6215325817672415,2.839924149501274,4.552858394869354,-1.3727837926824062,-0.7221134702606044,-4.143163382730162,-0.15332341816284256,-18.376133135348873,-2.7098319532374475,25.47789580650365
-3.82882147045639,-3.5617170868842676,-1.637306973668521,5.320230906474836,0.061476869573831416,3.407182090420334,0.9661279882522593,2.8939388361926635,4.430366518515766,-1.2352974409101443,-1.0983874943627372,-3.9703734247572235,0.8826170944859821,-18.388263685164777,-6.850616034637599,12.218518578494614
-3.2164693580432453,-3.9242013670491365,-1.2726703887666473,5.370860065091017,0.3802429271853024,3.6258971559124173,-0.49187851938352356,2.8572314211002907,4.274421962687492,-1.9425465327125004,0.48416624107911443,-4.132292820151589,-1.345799173930475,-18.774413587172802,-10.92131028750973,14.103372925266518
-3.1658317444685036,-3.608521079152897,-1.8515371036482524,5.8876524801476915,0.5728391881928919,4.2597159772193205,1.8751581751002147,2.9503407705432982,4.760535426351385,-0.6289379434747828,1.3748804471421916,-4.163223519240702,0.7513885422225999,-18.46808901421809,-5.499905906831596,19.21183649341365
-3.023707234704313,-3.391741692562687,-1.9802068741634034,6.032325464983774,0.012230318876459145,5.250614387876375,-0.302646062186128,2.6592782822798227,4.965686437138339,-1.2917654901560123,-2.9049065092670157,-3.9477598246940877,0.9868165015809249,-18.382846106529506,-4.797669304056884,29.917537384306062
-3.2947743158712246,-2.7856888110820757,-1.7157385389975717,4.597071230440143,-0.14998682232702976,4.621926429800251,-0.33476352661939335,2.7897681633625973,4.378593292888448,-1.7380882748687618,-1.717036236402179,-3.971851328117966,-1.0135795743532465,-18.045428035138325,-3.0732352260704365,22.87551712603797
-3.140636670511679,-2.931331569585832,-1.5373641997507599,4.623052615738748,0.017851525249877098,4.950709758902532,-0.1571114225479966,2.5099543974814256,4.713077219859067,-1.0675302213541058,0.5006969210380853,-4.153317631237425,0.8329429553224859,-17.991054254382494,-3.568663397065805,26.363637188386978
-2.9383603589511544,-3.4129840804676355,-1.3596215361321415,3.7935110681440136,-0.09419807256473478,4.0854298717337345,-0.19310367248910953,2.6635571087490724,4.860751768709462,-0.9932760338377287,-1.1946749180775518,-4.131727542346217,-1.126302181833988,-18.851132516744627,-8.95099619592377,18.350595200737576
-3.171381010531861,-3.5377608737101354,-1.4304139500331692,5.607168420474131,0.5316736617593631,4.166962699008318,-0.5511782800194274,2.9343905521540865,4.6568826087088935,-1.1348821804914055,-7.150087576450044,-4.2424254858709345,0.39215129528040993,-18.393930645571675,-8.643932900175214,18.955641509493223
-3.211538445327613,-3.8328216522531853,-1.7095851955614094,6.841490227108536,-0.2157183346999203,5.322168090776389,0.472608037992724,3.1728697464308486,4.294796087002056,-1.3044143948001812,-1.3129332400734448,-4.175307065891368,-1.4261712495269288,-18.551543104671147,-9.96653259982658,30.551038371134375
-3.117872827304231,-3.172646985687535,-1.6862885638413692,4.941099825020404,0.47279035714456874,4.007613250877205,1.0883524512013987,3.0419658573288983,4.678954043132757,-1.3222808262802501,0.5305609968283861,-4.042947511032065,-1.3546989529240674,-18.458740151822436,-3.674549961125696,16.99954131785254
-3.407748653461945,-3.0107537201414507,-1.519646441393709,4.6566547077042095,0.6372411702719135,2.690049143811284,-0.8135681791529754,2.4332123097681895,4.841117017948589,-1.772948247408379,-1.1243564065882685,-4.339975921410396,0.7275973734897065,-17.90737206547551,-5.788189895955821,8.165395944353937
-3.1450685331100616,-4.052328358848513,-1.7508305324388058,5.294656322000699,0.2976814406028353,4.521304534596915,-0.5420110285838948,2.572790016314723,4.595674692217555,-0.02713831480075335,-3.8084155691173835,-4.050884447903228,-1.0956986692881427,-18.091519723478534,-11.292202355657498,21.743223313173743
-3.2340780026843334,-3.164450916805487,-1.3866608145024963,3.76571305970481,0.08408182191926056,2.819809425710731,-0.05026356300928114,3.006234623216177,5.409372328360265,-1.7634406387812596,-4.074173345977523,-4.149580600882671,-0.9921757172805554,-18.888197294858777,-7.868099038507491,9.16425109733948
-3.5582075535642455,-3.3793576612247938,-1.753270533499205,5.295322469560374,0.3487254532677536,4.665346260398584,0.8202033639343458,2.5453169223810863,5.087780241516296,-0.8049591848018602,-0.2150464249574852,-4.101881909991022,1.6456177856020793,-18.286605247321695,-5.3978714253574855,22.95444350938924
