feature_0,feature_1,feature_2,feature_3,feature_4,feature_7,feature_8,feature_10,feature_13,feature_18,feature_19,feature_5,feature_15,feature_14,feature_6,feature_9,feature_17,feature_16,feature_11,feature_12
0.5646764065664981,-0.5689179723105084,-0.15352184780761408,0.2099521904465137,-3.273422386630129,-3.4500325617773706,3.639384315153356,0.6905839360141459,4.793245111284136,0.03829753798589759,-1.5723795986628977,-0.14441591826067296,0.25049482024533193,-0.28846702609088415,-1.724165718962196,-1.3233532095611475,-0.9687256648618472,6.513497058742923,8.630666158114778,0.7214129613950754
-0.6350743740316775,-0.5932171849652828,-2.1021532588854073,0.36772967641221077,-3.259470547932991,-4.029135714074144,3.225523281270231,2.271843592880539,5.329743742881383,0.9646749141372813,-2.0717907486336595,-0.11517044988999103,0.5812505972753048,1.2624670407665577,-1.864700661454143,-0.5558425873960178,-2.7848195397738498,7.328940709421472,9.23289874443714,1.381314704796651
-0.2570169684716025,-0.6752727452349739,-0.29668870234186373,1.4003816723669376,-3.2384518481258824,-2.5520476763780375,2.6904080958239804,0.3144718938385643,3.9374999551453715,1.044843240556747,-2.481977032396317,0.2752728359577469,-0.36265436441340226,-0.306651539532448,-0.9312346730671603,-1.121628955772279,-0.2965877362616193,6.452976959606352,8.3921637674395,0.3076682536839114
1.433535036945907,-0.5832069606235255,0.0015038046187935987,0.48738215616479164,-3.3776393673272445,-4.5681695832691425,2.262007903550862,1.206211803833988,2.3964378240526365,-3.4378302413055124,-1.5427508465924402,-0.26033195356623245,0.32010822100731495,0.7595980870018662,2.2615903428149804,-0.9605741524271771,-0.851933618975323,0.990218983679138,-1.2351961838207284,1.608627633304614
-0.45905823623658626,-0.4993470816338211,0.8567097556351221,0.7998166659957135,-3.394329271369306,-3.715986500040023,3.0507821893646763,1.4486274523022964,3.2943039667384877,-1.5223316959270852,-2.2085528332022966,0.654171980923939,0.8515075062916,2.3013135622025205,0.9654317437434949,-0.8198526025803444,-0.8444935925286239,3.9975711793002353,-0.0842027808587758,-0.20352227791306282
1.0879065388111728,-0.6098299977282421,-0.24949304332980798,-0.24508945680385008,-3.2533348503013397,-3.633940584960541,3.707272330169979,-0.050902911736397494,2.292029822650338,-0.380037800037676,-0.1834279937502421,0.027752032297704732,1.6602290537807738,-1.3270108459829373,-1.5856855512685781,-1.4041570696035606,-3.3622220227570603,1.9810222518564358,7.3937455300647725,-0.05567698577754468
-0.748396552063713,-0.656428918527892,-1.3887340692035082,0.7892891334875332,-3.3096016580267196,-4.044546628284205,2.8091950409475617,0.5521297076143827,4.521993380686451,0.33866009412304765,-3.0669460119596312,0.2656884184738145,0.22123888310350426,2.68442735294642,0.6043883975044277,-1.2371949364759276,-0.034757602143597466,5.803245980025054,-1.1226090463279592,-0.4872898508289515
1.374058891561637,-0.635622080579577,1.6115629831145057,0.4274637932196047,-3.326111417657555,-3.780825328232069,2.9468671906354693,-0.38006145874868036,2.332697144789983,-0.8965509735716425,-2.2905515051608045,0.22566393990450406,0.781299944900519,0.08252095906984191,0.06120421759718868,-0.8996935259857992,-0.5835562968697787,1.0624490720970061,0.9046545047764667,0.3747495652543452
-0.08106170765962932,-0.7347605930307272,-0.5328946385269052,0.6336322522929461,-3.233030856493045,-3.929107688459904,1.1650616532276081,1.1615314151131493,2.2637166863519895,-2.383867413070354,-1.2253528304177976,0.2803276569362164,-1.5149505929783764,0.1303363319328038,-1.0716675804221405,-1.2781876356772806,0.44449828436934014,0.7481478948958252,8.132462174615764,-0.203052672577746
0.3167951155023868,-0.5439320714972196,-0.5212804649291001,1.272679912434558,-3.2592644285289274,-2.849634893663506,3.137635217723444,-0.9783582346330466,3.551495831539482,-0.516678826056191,-1.7317860952318689,0.009983738114619278,0.19852347345274896,0.5643954114526272,-2.944509229626653,-1.2457693908297829,-3.0792625279715646,5.243368117227204,8.179461190560541,1.9483763246709302
-0.40334817095510256,-0.5578659136064851,-1.3418137105001486,1.0991921322353888,-3.3744617551802314,-5.785965480345102,2.1014687327217905,-1.826691502453634,2.7509535369217866,0.9878960684854864,-2.378223048306392,-0.21624800022942292,0.902670163880669,-0.32140871344650357,0.09168673099816688,-1.4665183204614025,-1.864500686797621,0.7373151517324299,0.7281779911617627,-0.15648562994808748
-0.7244647916895509,-0.5185884099474626,-1.401663749679051,-0.08450313984875846,-3.330267611117273,-4.694038741703517,3.1718057136809668,2.3602134860184725,3.979536761200917,-0.7902059542625052,-2.363791160432509,-0.2239508864720805,0.5748916363849463,1.9317122892267762,-0.9871145221384485,-0.7253140674372626,-0.11425212366568682,4.049832660632042,7.586075557158848,-0.8776587600658876
0.566812184864322,-0.5641581801617005,-1.3829304798813358,-0.3208441775052498,-3.2301744631013873,-2.5812473266378664,3.136304082765986,-0.8346646059003897,2.5078201583837316,1.3437479876259881,-1.3438541840305858,0.6773540518786849,1.3200383992641016,1.3713522965074205,0.02060783802249269,-1.1740926664989044,-0.5494354665939534,3.5383556925068085,1.7405423908313964,0.17890877384158288
-1.0899711410168995,-0.6338308440170239,0.18912237835652948,0.7189939028743879,-3.278342736246277,-2.965139509597178,4.232707956741976,0.6974285042449396,0.6596888170306152,1.0476913136622776,-2.0917795853456553,-0.1460442649254982,-1.1547419864971997,-0.2667455958586891,0.29512475917143377,-0.5519948906680133,-3.6742345982543796,-1.4418436571784414,-1.1270130486661678,0.36621103171280694
-1.4813447699220115,-0.642943752410675,1.0370628376177264,-0.23325875922040334,-3.370307070066343,-2.6978632474795754,3.4803483220195464,-0.7952416814572072,0.6571265817211951,-0.48412437277646503,-0.8774224881335724,0.4012971091126462,0.5793059119026832,-1.3932020032546422,-2.8134984108040535,-1.291864991928443,-3.860154711929578,-0.8896300296375649,7.521700768649438,1.8487268192974042
0.13285241271497344,-0.6362110210020668,0.3380550953480203,1.3901284528844002,-3.286209512251234,-3.9758610132297543,4.172102272752792,-0.33564393724648833,2.5571687112822317,0.0837015492831283,-1.1048386040008564,-0.19514281607626477,-0.32658007415132895,0.08000327615990971,1.3372803590468305,-1.2309926384432912,-5.053870022278075,1.6274444783471884,-0.07866980476829916,-1.625957295123625
-0.372968697213404,-0.6156399004797546,-0.8319384307549886,0.3640505218663054,-3.2976158565038953,-5.021353571917471,3.0259389330454374,1.1826617107891302,5.774945002093336,-0.49793016415429137,-2.670029637713979,-0.2377503747655414,0.13716268677843213,2.47611432384055,-1.0530147889007653,-1.4153509872741536,-1.0313123909877782,7.72381473956101,8.713283919078375,0.9691229046188468
0.7554457436259764,-0.6157319198751685,1.271413510971305,0.4989862837471123,-3.3804621812945173,-3.7614085252785947,3.7593125874742475,-0.0365490562217311,3.274765395852008,0.2900640183123102,-1.623046166433244,-0.08574766238360376,1.6615546296908974,-1.399336231547862,0.29326945864614107,-0.6820527451636023,-1.4580672724843244,3.1158458863739797,0.22777055040509206,-0.3676861141050063
0.5861517932254515,-0.5443263391396647,-0.9453179806528499,0.261768598134549,-3.2896489310426498,-4.35152077599079,4.040208760783708,-0.8261457675878725,3.59578955846567,1.5085871738978291,-2.23126182212646,0.0356229187562242,2.118755375921347,1.9072496646481494,0.39677865589878225,-1.4878487837624608,-5.268479565650572,3.612054908043023,2.3417570886188344,-0.3964046462985448
1.0886100888238464,-0.5014252961049965,1.850577302434961,0.7036069225086032,-3.2833899476517687,-5.071253073345177,2.8510325798661205,-1.4928909720682726,2.4286222539418945,0.46580074270897903,-2.1197162193488093,0.3157932649315047,1.6648472357650963,-2.4344121112548334,-1.0313459453647544,-0.8253057790460548,-1.4259417568473247,0.6232149012245235,5.973610168070632,2.181487354715694
0.1760994746277479,-0.6727662644790036,0.15887829972293732,0.7221717790231781,-3.2249036543338323,-2.7772250291352716,3.8568409298652955,0.8519718781876552,6.9355030514403655,-1.1631442607104696,-0.05135404839075486,0.28081023101463953,-1.0453581880279497,-0.7726831806532494,-0.14142092304527065,-1.20773081544403,-3.247438639479947,12.550950238017302,7.505340522572999,0.15346554360080533
