feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_9,feature_10,feature_11,feature_8
0.6350181415656123,0.9663836455947825,-1.567558695300543,4.696596542514722,-3.0268135127054685,5.176389280190161,-2.0643015829993403,4.875311326498781,0.7756314529533971,0.953905136580848,-2.491057920549786,-3.809323278859098
0.06901871209854879,0.8164518669995919,-0.17624544534638042,4.513289514243517,-2.9848742861009434,1.5637680036609005,0.9500527343587133,4.683275994810329,0.9561961418651643,-0.8773179196375922,-2.4676217114296364,-3.736390860331495
-0.8931312119733361,0.8078418043838037,-0.3400330165431178,4.60823303121667,-3.1131409617913146,3.892484200293954,0.9961623744575924,5.010121127754341,-0.08204797573749786,1.6145550611157944,-2.67815600677655,-3.1174194025757016
-0.72362210690733,1.2464993672708062,-2.1517183113029628,3.7379090106547332,-2.945648605973415,4.182037571200411,0.6293406556781845,4.779466778508621,0.1730153626824608,-1.2732163236349427,-2.0733456750411285,-3.1090622247466246
-0.40886516734444783,1.02633941253828,-3.9284479464820086,4.466662932733934,-3.0108369512945985,1.0324702408747928,-0.6830706852469971,4.828475262601767,0.5031903971890394,-0.2467039987525712,-2.0690369384844423,-3.0973013024330114
0.05971767066212243,0.9327061797428874,-2.9586266292764325,4.612539766440059,-3.0461731619963937,6.7366157514236225,-1.6305065831049372,4.857379004593983,0.4789679811805735,0.7023602368932592,-2.3673386808246586,-3.4911979737463033
-1.1767629141752853,0.8567689254469277,-0.7305643299577009,4.469215942845962,-3.1430054080737886,3.1547187148029945,-0.8889943306809914,4.784092311812108,-0.10586106129652027,-2.4879943638717386,-2.276188009841226,-3.298381913621267
0.42890848231611167,0.81452641918879,-4.510251128437535,2.4095624846668358,-2.7537336483038617,4.376995613646259,-1.5225406733435225,5.004959344163803,-1.1552876113955184,0.8045587522503604,-2.5565825902558212,-1.7667745711006801
0.3643915306510253,0.6764106781711313,-0.5557632576486187,3.9836738440118045,-3.171780003478001,2.662710780871008,-0.636928736517496,4.610776860107581,-1.471527387018524,-0.17075471433917455,-2.5475929838918816,-2.7443745969996254
2.6536935955811236,0.8379614526132741,0.5463551932781123,3.5250501603489437,-2.9680637649189725,2.381397109073991,-0.11745192187002501,4.848207243077909,0.3250210540229634,-0.0024156379520224,-2.5844037317228863,-2.705256845050658
-1.8987822294242749,1.1820926892140087,-1.773081273436626,4.983991050619093,-3.0160542447957805,2.5634152074394265,-2.1123491159822794,4.6155239680003595,-1.1494598920240915,-1.3319514749039725,-2.1788886413194293,-4.156278638751104
-1.1887663490676932,0.6426578359702002,-2.8241819124167824,4.436575315016083,-3.134623879906356,1.7278970675191414,-1.7777874947180115,5.0380611519661915,-0.17815783109224326,-5.2722168233068,-2.3550360222814786,-2.882751306991352
0.04516996699840306,0.8242170737075051,-5.345529292244524,4.367394190007673,-3.1979016525572543,5.379263520898256,0.3403529598370659,4.583067299458029,0.14058198278158388,0.03507453492946353,-2.1749400608434493,-3.3257428034288483
-0.27275963543517207,0.6822086705215725,-3.046057303321379,3.861482937106743,-3.009330217763954,3.214637959174179,-1.8293584787588524,4.581273250424183,-0.06057358715375166,0.563605627020783,-2.583868177156349,-3.0537093556274355
-2.6072365799576778,0.8232097394460047,-1.6893870712375825,4.350078219730009,-3.045448711779723,3.206956546055221,-2.2020616671552102,4.965398469337234,-1.0631504658266513,2.1106773203582314,-2.3723980417286668,-3.5438844587613563
-0.9921559134669979,1.2213914929078593,1.17116930517731,4.4775934415357606,-3.1674559390680175,3.765867138305303,0.42540571232839086,4.687920394987611,2.3620155924562956,-1.1155135053983787,-2.5892722140839157,-3.2457614708586497
-1.377174636080796,0.6678440562634338,0.0768652345028844,3.845719406226025,-3.0368686420376956,2.9445771068970368,0.05664157290398947,4.6419187537493745,0.4148228794591429,-0.0800242709523372,-1.9685278948600455,-3.0021868445084783
0.059150179561389925,0.7083232213683255,-2.9959661410646303,4.212993101543698,-3.101777986868776,2.792638970838772,0.9639406447766169,4.8673603114905335,0.46919351015885713,-1.7422645438517925,-2.5079558471829144,-3.06250863808595
0.3657135824535199,0.8631410227331451,0.5002208241868122,4.272206611856635,-2.926364602327454,-0.5800060962734013,2.0486675634152522,4.636321978252689,0.12503031948130505,-2.0449524722635046,-2.300584825801993,-2.7109117307195603
-4.3576524771536285,0.8787579843545903,-0.8970301909391343,3.922663161197337,-3.1899652859351164,1.3403752625128018,-2.7550525233524947,4.933423493164368,1.4091303534755955,-0.6273900921858515,-2.352542843871389,-3.010777545338456
1.6246374423022432,1.2032644506890735,-0.8738780553896279,5.581144560329907,-3.070536982798793,3.521139305281531,3.320702180374285,5.046605083110779,0.972941195960233,0.5569159882815895,-2.076929366293226,-3.9040361862254036
1.488271598883781,1.1809956634507515,-4.25564959527419,4.778815803445825,-3.188130514036011,4.2156726064646675,-1.337900467138127,4.900156019722603,1.1520283729567968,-1.4730603500462378,-2.529379269220649,-3.0970361227661005
0.5083424328504554,0.8099620321972866,-2.0660954792091317,4.333581211418528,-2.960060774633029,1.9460719968656832,0.4705830974992471,4.712167739451821,-0.18532546181607557,1.3318420453844768,-2.970673948983337,-3.3923864622770643
1.7295041417984847,0.8642895500917755,-1.9442377194305551,2.3596733836983113,-3.069761099739662,2.8296305240030923,0.1346406429999732,5.061358188251601,1.2734742094474552,0.6979857557062666,-2.253911400557391,-1.4553084223588113
