feature_0,feature_1,feature_2,feature_3,feature_4,feature_6,feature_7,feature_8,feature_9,feature_11,feature_5,feature_10
-4.123103472949734,-0.8360557428563367,2.971037929907723,1.4915151540857952,1.3636349783949038,-4.492206610341373,1.6178145794830412,6.981093659869763,1.5321571143412134,2.4429049892461863,-4.499123493956638,-0.8709736966911555
-3.2370311791302004,-1.8908385413858178,2.7563778065601507,0.243031246065323,1.7166952763859964,-1.893852707959194,1.2130465761112421,7.588802450744581,0.12870479918878963,4.735351273207368,-1.209475757970684,0.20557073106294416
-4.135120361442297,-1.1109787942285925,3.266900206618989,2.0341501268964235,1.9012142603747657,-2.6336674254247856,1.372959690799195,5.258402740905681,0.19525291761861302,3.5863519178312595,-3.9863075726131,-1.2728627474678893
-5.120066041843917,0.33864367768197723,2.7973722967521555,1.7247919461270835,2.2740211572308073,-4.532127685623313,1.3461699571382881,7.555621093033785,-0.652769780486372,3.190710235322644,-4.422194146327694,-0.9019450217161602
-4.194243142395296,-1.4355967252579531,2.8511343897175374,-0.3193767025188903,1.7414647457297328,-4.082907907316505,1.168528127545192,6.482475318811009,0.544758820887852,1.8995120122604092,-3.2042588154808893,0.2950211798306248
-3.147321954526851,-0.19751353989904397,2.5632230117093755,-0.8652511879491831,1.9834891037435343,-3.4071798488942098,1.496953580477112,5.768715901031069,0.3344581716383859,2.063515421979284,-0.7075515973332507,-0.08493874508980015
-4.529883729157715,1.5195186371870566,2.346649492962514,1.6936704682868253,1.5798231327450631,-3.514684730066779,1.6025722457942693,7.621203589905951,0.8008544172787055,3.3123460311752018,-2.5496003323167002,-0.9280350468385045
-4.5031782493994355,-2.7072124865674287,3.401776128711746,1.1047549689046825,2.2153459794273496,-5.351387895066611,1.2079540099561026,6.602672520701141,-0.20691576865799502,2.1914090200200755,-4.543106505091871,0.2992126653547762
-3.617409620269575,-1.0893364089806223,3.4236223036389966,0.8226941456325008,1.6416174038695344,-3.53537107815957,1.1675647134264446,4.860779476345817,0.15906862660438628,2.544807286722172,-3.551041001494611,0.16528462774077674
-3.6303321704727507,-0.09116423696449272,3.4185345850179374,-0.11520128874107205,1.307094946762178,-3.255380609894199,1.2240717644428503,6.8143833421239695,0.3340575782634625,2.7794633267808075,-3.176259575878305,0.6078172033752913
-5.2917216822831765,-2.106864025309445,2.5355931652511647,0.8233054076551218,2.340550487177667,-4.398696090923736,1.2939469702061281,7.0101256434584505,-1.3042520378042814,3.7004435688744834,-3.6990716784304634,0.4102351677417737
