feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_10,feature_12,feature_14,feature_8,feature_11,feature_9,feature_13
-2.2005718245107735,3.4166690017772576,0.7629489342247924,-3.1686147924714008,2.4213545931110487,2.555611648551883,-1.1921678395237096,2.0408388960238812,5.4267686663402035,-2.584160497638103,-0.10886291183642946,1.4605754683858585,0.03677577607201482,0.8756700971857891,-0.18064156856692243
-3.9078992329561646,3.450206487735674,2.069972425238716,-3.213687657860701,5.303810929343165,-1.5822609219985948,-0.8339678296887276,1.7287930827894882,5.563992212306532,-2.512925475853468,0.5738160252645189,1.4401998004454593,-0.8645320842799609,0.8998532160877247,1.1862091230962921
-3.7751998926284602,3.5966776032164884,0.6506991430123543,-3.0798372111110033,6.454381234258562,0.37303530191462764,-0.6852946009332649,2.0909036034324386,5.5480495218187675,-3.02553261757435,-0.33905385797552756,1.2440647308259558,0.36258519880273005,0.4718957242148608,1.9703225119372534
-3.242882738184062,3.371722363763792,2.5945956378634487,-3.0560969052120743,0.3599137404133881,0.14688487889546148,-0.7806841066496825,2.10658167287758,5.767765739904113,-2.42976105060077,0.47161578595280695,0.704955331636954,-2.243978230774062,0.21469995053429952,-0.19559243432837264
-3.1965577628736432,3.412266674826426,7.158343090192092,-3.0345705088978967,3.5968701686717317,0.9665773681589591,-0.8013950787015505,1.940476424925643,5.452602346823522,0.9188373329865067,-1.2568855628319886,2.795421428827975,-232.54338634219062,0.7890867473504385,-0.2757836731764457
-3.179924014655813,3.489882676399847,-0.0626121664307755,-2.9639264491517183,5.8129848887088515,-1.6900412544554926,-0.41856977256159084,1.7051485214058921,5.021022844299949,-2.6071489051440553,0.33521428782294643,3.687937155158939,0.24108561819902902,0.5242618464150047,2.1479534786076044
-3.4746817084497206,3.4194431005243224,2.426814951138095,-2.9116913853286053,1.432527138873079,-0.16946347970147277,-0.5152676109647849,2.0308869717935276,5.380074434308875,-1.3352912311510634,-0.047546213893976175,1.6935922510787844,-1.3748669354314746,0.7914907287949624,0.1298868624133649
-3.094914576119551,3.498619665270495,4.11895338005166,-3.0540828319905295,2.289845091239993,-1.1839467912041053,-1.1298347345216764,1.7395897766756392,5.353359763319322,-0.6056163517160167,-0.10189149506057624,0.040707896487105044,-10.590407292987452,0.1701869269024608,0.7730024575267578
-2.9665854386972557,3.4647014976856587,0.9146996765979063,-3.1592780241577167,4.19329407398925,2.189360476006862,-1.0646176183490708,1.8713333419168756,6.111979235128198,-1.6692263186868375,-0.5050136337484916,4.019105394201366,0.4359980578937446,0.7473119718883181,2.1911310624090485
-4.637352200154893,3.5450960500673374,4.0557095632571905,-3.0816670520231653,3.5353001824053996,0.38046604530964784,-0.8030608839118886,2.0163026873981815,5.64669040165068,-1.5307403525567347,0.10268278879079935,0.05293802446630713,-10.05392117670655,0.19380715668391668,1.0054859040526352
-3.0718493256777317,3.5304771522102305,4.18980850437735,-3.185551255601984,3.7980108741805747,-1.7060160731639589,-1.0729763213876518,2.078049525989567,6.856533291305436,-1.4659757922283707,-1.6417456417290999,1.4217177454818564,-11.420185420648787,0.5804819122617318,0.8379205848135747
-3.6890782436701315,3.486884254013187,0.7212111279547986,-3.0769993670296616,2.176685798838655,-2.04975919436155,-0.7024455311693769,1.8876974973581662,6.062613706519699,-1.0115717863329396,0.14220035350195323,2.4365476299265945,0.10405908096903183,0.49949086842284346,1.633880362265393
-3.106984120438966,3.2689462373997635,-0.7686185170996205,-2.9492342086898637,0.9671958573552562,0.18297917215360174,-2.465856307328507,2.1842832457984986,6.028815323271022,-2.2237502949060097,0.2946692401926873,-1.1598709396904343,0.6881093830093388,0.80314983422652,0.2504419505536546
