feature_0,feature_1,feature_2,feature_3,feature_5,feature_7,feature_8,feature_9,feature_10,feature_11,feature_4,feature_6
2.4335726921262824,-3.211638507703147,0.23546999003467048,-3.6592247550760275,-1.4098402836215496,-1.862123983580162,-0.904871453414565,-0.3117284109418905,0.14930105004565736,-4.457399105704782,-0.04795852458989569,-28.5731659012828
2.543016656799597,-1.8546782185104083,-1.8128876358989052,-3.7403207860790673,-1.2480994472657123,-1.6210392555265398,-1.9653457582152614,-0.6237150732045283,0.45125799877550543,-4.6036366203457755,2.0430577184132375,-30.401942859495993
2.644736621378394,-2.9144566460813923,0.520200578436326,-4.400572932048632,-1.3964217737094895,-1.4293816186795543,-1.8904538448427233,-0.6449870257565794,-1.389869670406591,-4.933542699183562,-0.6976901090560449,-41.71304947563168
2.8745479449823206,-2.3582616608596645,0.20329009781741433,-4.177570584331056,-2.094458519105658,-1.6710444999781975,0.6714963742105029,-0.5207489174001388,-0.1694481705725161,-4.457450350836634,0.0017032480792251448,-37.413670255921026
2.414509195615588,-2.8852545093302693,0.2843011263486358,-3.670517257391232,-1.0849275695252585,-1.7820340635507863,-1.6112271899922903,-0.45874370510493945,-1.2588044220719405,-4.650349892077073,-0.004015995870593175,-28.740231498256993
2.573673186462019,-2.717898384226733,-0.9097346797241815,-4.411892302255842,-1.6095893771373255,-1.4509638854736269,-1.136592520492487,-0.5286612936340667,-0.5063358524694596,-5.4421457044882535,2.0692694840295647,-42.18717498605295
2.47273844914423,-2.1032789244329146,-1.0253826470606848,-3.794876796254629,-1.9727381609610077,-1.5029925832601416,-1.1999843531268173,-0.31194465978867136,0.6655295196921428,-4.446391087508686,0.5474411796388506,-31.09256430131687
3.2330081994463864,-2.158928865177062,-0.8091063959072302,-4.534495994239632,-1.1224447274230074,-1.2227861434769762,-2.433589311712741,-0.5433237345179821,-0.1197839230618119,-4.093068120458474,0.5802434715340382,-44.50064669376266
2.2893165084952125,-2.8674594813922076,-1.0731546752477252,-4.013198384257535,-1.971067515915665,-1.2012776627606738,-0.341943101715821,-0.2797976226228626,1.0120675156712537,-3.896883436222475,0.5407491255268823,-34.344356804501956
3.260371909999562,-2.8874618334042994,0.4306930778640392,-4.327620009987398,-2.522693485686185,-1.7379128124292422,-2.283559200581778,-0.5922963362116175,1.4990412867514036,-4.586273381599617,0.39667056051278254,-40.90325465388791
3.306050800990029,-3.54230420242118,0.35752771618126084,-3.6376823252781607,-2.09594317480396,-1.3666632122217048,-0.6214477368623519,-0.5280890223631781,0.35351889256063496,-4.97909318518224,-0.9473117859481084,-28.594211099192826
2.5532072861376562,-1.8834422460192979,-0.5040507135053911,-4.258935389650189,-2.1306288380249105,-1.272689742906483,-0.07499996450326085,-0.3971831100299206,-1.6373342694919475,-4.416827264625888,-0.3839489219618736,-39.312350242726126
2.189138716726914,-2.7628297810105775,0.1559185127806018,-4.303860832047989,-1.928843669960541,-1.3174776450583034,-3.0019100467582125,-0.4561165352962975,-0.2708977809390423,-4.539537139181838,-0.8453362812410757,-40.16636769605129
2.4885811874152393,-3.2549385018771355,0.7531758270857754,-3.7884487519359773,-1.3326786916587656,-1.853190567469819,-1.5593101803133547,-0.4064119879349666,-0.19656928876637955,-4.408931488180048,-0.3949377050096894,-30.697718388569882
2.774451131676712,-2.2960649256679604,0.15752238323975187,-3.957235908707227,-0.9918107102449458,-1.8885339442013225,-1.150274646646785,-0.4619517232003871,-0.032967460314231936,-5.8420480627539515,0.5321646773442009,-33.3002160246633
2.617482771689584,-2.5118346949435146,-0.6299290305378928,-4.60924264727961,-2.126184125925595,-1.7976252576833547,-3.2377165769903202,-0.45842182233312434,-1.7751903295860336,-4.373434901191632,-0.2959691852480186,-45.59918491392972
2.3232412481880442,-3.7075897558496544,-0.8906789181593712,-4.135981604040076,-2.1278428823439324,-0.9388811648558026,-1.5583155377470979,-0.5267150249099414,-0.9183737221125892,-4.922762754430936,2.8463488187963195,-36.65130880942687
3.1547083060724566,-2.954164617380136,-0.07851489242124636,-3.8557382154513995,-1.4208682575336902,-1.721324034226273,-1.7687395305101317,-0.6519412956837817,-0.36015209481305327,-5.3012607534120475,0.6753060250668328,-31.565118257687974
3.1606172426859818,-2.5663719644259473,-0.6392764803269259,-4.014235685168255,-1.4559601329949292,-1.0279378646827753,-0.8728782802658938,-0.6449896122723976,-0.7805636534231192,-5.9942063158036065,-0.17383797875830453,-35.08970801951665
3.1524720694036414,-3.2312658953803033,1.5755508318020772,-4.050649446162519,-1.6145523855411947,-1.8477845347775756,0.587960748201199,-0.575024818806144,-1.110251614590837,-5.113982946548732,-2.3694383474286376,-35.14988591064215
2.220785915216779,-2.103457143912774,1.1015663494328614,-4.520189496487429,-0.7926499166666894,-1.1578977843981613,-5.844115963730042,-0.5726437627074145,-0.35322168950514826,-4.244276008131693,-1.8144883603168933,-43.727342844296004
2.8654289772399633,-2.4823730843900833,0.8424605175367422,-3.613108984870446,-1.8427736601599536,-1.7069629209174197,-3.6482804993292532,-0.5368356701947603,-0.7006799722364121,-5.465789031491742,-0.7413185568492143,-28.515229541740013
2.40977289594003,-1.7893492209243735,-1.230484038358703,-4.381824588898981,-1.3857459509049397,-0.9445034108793343,-1.9946616692151609,-0.46471286791029304,-0.8517468118208054,-4.929445246863477,0.12939820463148233,-41.35455528148074
3.1445165239679893,-2.5000004135905436,2.2441116843511053,-4.031377008879698,-1.615882444565732,-1.2137121927727805,-1.3187993844908745,-0.5676719065973805,-0.21499451026890765,-5.009833849915273,-1.0415107958734224,-34.65495355548404
2.503137414811788,-3.0788005340453912,0.6689227817753274,-4.434159691676538,-1.9103909724318335,-1.8581981699640562,-1.0575757407605213,-0.5383994268026098,0.8548460172689389,-4.780973784691871,-0.45919587292876896,-42.5518668294989
3.088916614909297,-3.4604105121917597,0.34191749817839384,-4.27836644481913,-2.2818396582277236,-1.5716797649002956,-1.6296498200497467,-0.5505500860567286,-0.7450785093396446,-3.782143707625435,-1.01517507991319,-39.92043510721501
2.861164651520647,-2.3964221287770036,-1.3743113240339753,-3.9487277644288525,-2.2271933894417213,-1.4807604176633324,-1.0979963089653677,-0.4215962706577946,-1.8693601916484974,-4.324340111790272,1.19905468591043,-34.05493326145276
2.9557694203449345,-2.814326565122467,-2.1676044800561582,-3.8492261313001297,-1.6545085257663306,-1.049514757236123,-3.380886677186865,-0.5014952280705217,-0.540950619482141,-4.763999414885339,3.2940656449803036,-32.01375808723239
2.327345742883929,-3.588993445887386,-0.022639237943333775,-4.4413937043231995,-1.5630484753656952,-1.7056380039844425,-3.6427299677739557,-0.5704288944237652,-1.0786696390557193,-4.581516470499107,0.9041681806455625,-42.46966230492406
3.2718145884858334,-3.0971181766649223,-1.9305415578085199,-4.01229151274357,-1.97535902353002,-1.5552726140292656,0.0043992105846530905,-0.37181942975994736,-0.46046080293189984,-5.019793610421191,1.4415603958686818,-34.629849168869804
2.9353242424550756,-1.939846085067793,-0.0710786665362112,-4.027094594439064,-2.0955883816642094,-1.9109782738996153,-0.415325658529907,-0.5043992258024078,0.46582709282760887,-4.800881372463096,-0.8604445152655413,-35.0096555241646
3.0486415483494476,-3.097593410798294,-0.5910303438508627,-3.891748968512672,-2.4960736695948995,-1.2445946968727997,-2.538385555947224,-0.5800562006189512,1.1391410092347067,-5.035626380555406,0.19066916124197103,-32.700106667848765
3.146112678702326,-1.961541625055633,-1.5859995927368609,-3.5935718050491268,-1.5534735446821715,-0.8685670065080495,-2.103324315163626,-0.44762004464424526,1.4171678120793072,-3.8036338055940733,0.8356297778454898,-27.815146600942143
2.81653534494163,-2.406464953463909,-0.24502106141763177,-4.350521943031017,-1.5607948412611017,-1.5252664305770156,-1.633033245101993,-0.438225442507771,4.020814784641753,-4.285969567017726,-0.8887326890288954,-40.70001598478746
2.763502201544137,-3.4014250015382643,1.1307184787392972,-3.9518902335664174,-2.0042085124309184,-1.625134191368698,-2.3851526096066813,-0.31194416388010743,1.9449962818435922,-6.155395583618279,-0.20336602691266925,-33.38011202434684
2.7958936707921738,-1.9488224847219948,-1.3864337136598561,-3.8274690613953366,-2.138180500201292,-1.8650261545687667,-0.7449178986799915,-0.4127235874209683,1.3302990902186778,-3.642534142001778,1.4045701258054046,-31.439266481601056
2.8543768824197064,-2.4952777088646503,-3.7481646253229557,-3.904537161892505,-1.8364532166632277,-1.5158262643945255,-0.35202383813347016,-0.4204472798132317,1.8612146372132017,-4.743237018528326,4.330305875379445,-32.545786155579826
2.7537280486809697,-2.713878480412262,0.9661648611350386,-3.7883455060203177,-1.772421109027317,-1.332078077670425,-0.9003445360314957,-0.58573794259813,-0.1058666894157962,-4.907756295081256,1.5171208930877311,-30.51273671045905
3.066364312982451,-2.765984643862524,0.11356433699861092,-4.06623531361371,-1.6696871132594386,-1.4073320974243164,-2.62050917461964,-0.3953769695068679,0.2683827549325909,-4.467588318389673,1.1420791911180235,-35.595336544583596
3.3659539547676793,-2.220720315262902,-0.3723406859925575,-3.615872362107371,-2.4458126855472715,-1.490690495974454,-1.717059222923422,-0.6050551696292192,-1.6015659528868953,-5.490563321897174,0.5616984062446299,-28.474252313823733
3.253055516916058,-2.6490816915387145,1.5214164062845112,-4.6046789944306195,-1.7417152674832121,-1.7905316893760914,-3.739668064335244,-0.2154766227680402,1.0876739725004574,-4.96812070466701,-2.4809702620897705,-45.60957775824991
2.9702533189013747,-1.6504220807462118,1.0900516716823552,-3.9036078339913556,-0.40710916670581465,-1.1558581717686955,-0.808239462165012,-0.5187500763515142,0.4170573561904114,-5.212616122769504,-0.5316698599131242,-32.598138689701955
3.153801145635147,-2.8761009266299613,0.9920728121829606,-3.8424341214209328,-1.7922577062141585,-0.8520778302105843,-2.0214583926664016,-0.4798569074309833,-1.8886142187842587,-5.861883181378253,0.9024444463945137,-31.356733285765113
2.95927732522623,-2.5745600478799813,-1.862396255174921,-3.947321793958247,-1.7841824079815662,-1.2861842348139918,-1.1654768705679512,-0.3602942374089618,-1.0703915868760439,-4.996177678159197,0.7133815570503323,-33.15742751775361
3.150728864504728,-2.6701336376022655,-0.34839444713610024,-3.681419467210884,-1.6627812868388645,-1.2167733768939275,-2.2404339803952715,-0.5851882206291068,0.5867318955612011,-4.689592690851781,0.8113194427202393,-29.55039992519925
2.2610760750552807,-1.847839995688417,0.04406641414839917,-3.890413495914677,-1.3463131023172383,-0.997221635257481,-1.5634297377642437,-0.6201885748118534,-0.5983753195662146,-5.060330923466024,0.265132854431386,-32.29939990089826
2.9096917053327354,-2.6674894996058307,0.1410409142662197,-4.233890684839845,-2.059800404744262,-1.6944951589425434,-2.1840100255653883,-0.5712421687439176,0.4555331729896751,-4.077387485556356,1.2378204749595638,-39.14163782692527
2.2398546926058223,-2.234331992736137,-1.4940337581856034,-4.65788808570579,-1.4955527288464847,-1.0846751489485256,-1.5198933263868677,-0.41296804926620545,0.2323996787305077,-5.1829696340544436,0.5987747274535534,-47.141576773806406
3.152191160480629,-1.9888898143407157,-0.1791115046087288,-3.871006753100943,-2.227544458630768,-1.3375683807999381,-2.0769477546559636,-0.607516048343146,-0.3389169053071793,-4.054592799862742,1.946589579633522,-32.06314431990833
2.6522680958806157,-1.868660749340629,-2.243409872241397,-4.41165342161286,-1.9047753457357177,-1.5025985735747307,-0.8678118564150651,-0.4510434786902485,-1.8302811981600535,-4.766327774500408,2.400567919217398,-41.695061227853884
